"IC50_SP_R","IC50_SP","Age","Number_round","Coverage_reduction","Coverage","eir","Access","half_life_long","Dosage_long","seed","seasonality","scenario_name","Indicator","Indicator_1","Input_EIR","Simulated_EIR","time_eir","time_eir_2","Liste","time_0.1"
25,2.39,5,4,0.1,0.95,"50","0.4",15,30,1,"sesonality2","scenario_857_1.txt",0.00990676004230039,0.0102788009045548,62.6099015815321,49.8244143675787,8.38815789473686,8.30946271929825,2551,77.3061328916503
5,2.39,5,4,0.1,0.75,"100","0.4",15,30,1,"sesonality2","scenario_901_1.txt",0.0275524459115915,0.0274847052109554,114.029885976744,101.548591380575,8.2236842105263,8.30946271929825,2701,27.7962004104167
10,2.39,5,4,0.1,0.75,"100","0.4",15,30,1,"sesonality2","scenario_902_1.txt",0.0247868923266551,0.0248473977438497,114.029885976744,101.548591380575,8.2236842105263,8.30946271929825,2704,30.8975122118148
15,2.39,5,4,0.1,0.75,"100","0.4",15,30,1,"sesonality2","scenario_903_1.txt",0.021773370106852,0.0217004034943145,114.029885976744,101.548591380575,8.2236842105263,8.30946271929825,2707,35.1738524903296
21,2.39,5,4,0.1,0.75,"100","0.4",15,30,1,"sesonality2","scenario_904_1.txt",0.0118365451704085,0.0116427758685312,114.029885976744,101.548591380575,8.2236842105263,8.30946271929825,2710,64.7024361695005
25,2.39,5,4,0.1,0.75,"100","0.4",15,30,1,"sesonality2","scenario_905_1.txt",0.00870871409048931,0.00856913052026828,114.029885976744,101.548591380575,8.2236842105263,8.30946271929825,2713,87.941032441534
5,2.39,5,4,0.1,0.95,"100","0.4",15,30,1,"sesonality2","scenario_925_1.txt",0.0320062507881482,0.031428957493979,114.029885976744,101.548591380575,8.2236842105263,8.30946271929825,2779,23.928241812045
10,2.39,5,4,0.1,0.95,"100","0.4",15,30,1,"sesonality2","scenario_926_1.txt",0.0250245754043186,0.024822114386329,114.029885976744,101.548591380575,8.2236842105263,8.30946271929825,2782,30.6040480600361
15,2.39,5,4,0.1,0.95,"100","0.4",15,30,1,"sesonality2","scenario_927_1.txt",0.026921386560261,0.0269890107123818,114.029885976744,101.548591380575,8.2236842105263,8.30946271929825,2785,28.4477661149241
21,2.39,5,4,0.1,0.95,"100","0.4",15,30,1,"sesonality2","scenario_928_1.txt",0.0177477604508195,0.0179070536707556,114.029885976744,101.548591380575,8.2236842105263,8.30946271929825,2788,43.1521098381966
25,2.39,5,4,0.1,0.95,"100","0.4",15,30,1,"sesonality2","scenario_929_1.txt",0.0102154319632318,0.0103545199012568,114.029885976744,101.548591380575,8.2236842105263,8.30946271929825,2791,74.9702324005764
5,2.39,5,4,0.1,0.75,"150","0.4",15,30,1,"sesonality2","scenario_973_1.txt",0.0311789267743866,0.0315632778488717,163.617780154583,151.31248422435,8.2236842105263,8.30946271929825,2938,24.5631709486842
10,2.39,5,4,0.1,0.75,"150","0.4",15,30,1,"sesonality2","scenario_974_1.txt",0.0273295220767994,0.0280089471430657,163.617780154583,151.31248422435,8.2236842105263,8.30946271929825,2941,28.022930887837
15,2.39,5,4,0.1,0.75,"150","0.4",15,30,1,"sesonality2","scenario_975_1.txt",0.0219006180795775,0.0219581307373123,163.617780154583,151.31248422435,8.2236842105263,8.30946271929825,2944,34.9694837640189
21,2.39,5,4,0.1,0.75,"150","0.4",15,30,1,"sesonality2","scenario_976_1.txt",0.0137698751525054,0.014032162426605,163.617780154583,151.31248422435,8.2236842105263,8.30946271929825,2947,55.6180284769263
25,2.39,5,4,0.1,0.75,"150","0.4",15,30,1,"sesonality2","scenario_977_1.txt",0.00981037152687246,0.00967909820626105,163.617780154583,151.31248422435,8.2236842105263,8.30946271929825,2950,78.0656783749676
5,2.39,5,4,0.1,0.95,"150","0.4",15,30,1,"sesonality2","scenario_997_1.txt",0.0395156665124953,0.0393909334555345,163.617780154583,151.31248422435,8.2236842105263,8.30946271929825,3016,19.3810044457581
10,2.39,5,4,0.1,0.95,"150","0.4",15,30,1,"sesonality2","scenario_998_1.txt",0.0349682872363028,0.0353906503258045,163.617780154583,151.31248422435,8.2236842105263,8.30946271929825,3019,21.9013674641944
15,2.39,5,4,0.1,0.95,"150","0.4",15,30,1,"sesonality2","scenario_999_1.txt",0.0326819631959751,0.0332137823798132,163.617780154583,151.31248422435,8.2236842105263,8.30946271929825,3022,23.4335160272772
21,2.39,5,4,0.1,0.95,"150","0.4",15,30,1,"sesonality2","scenario_1000_1.txt",0.0163146512594033,0.0165273793597592,163.617780154583,151.31248422435,8.2236842105263,8.30946271929825,10,46.9426711106895
25,2.39,5,4,0.1,0.95,"150","0.4",15,30,1,"sesonality2","scenario_1001_1.txt",0.0131743241473006,0.013074624393366,163.617780154583,151.31248422435,8.2236842105263,8.30946271929825,13,58.1322654424506
5,2.39,5,4,0.1,0.75,"25","0.05",15,30,2,"sesonality2","scenario_37_2.txt",0.0309606810716938,0.0308715329774136,30.1917874470588,25.6400397478796,8.2236842105263,8.30946271929825,929,24.7363198045393
10,2.39,5,4,0.1,0.75,"25","0.05",15,30,2,"sesonality2","scenario_38_2.txt",0.0193879285491778,0.0195880656432149,30.1917874470588,25.6400397478796,8.2236842105263,8.30946271929825,962,39.5015540939903
15,2.39,5,4,0.1,0.75,"25","0.05",15,30,2,"sesonality2","scenario_39_2.txt",0.0166133493734237,0.0170000876393939,30.1917874470588,25.6400397478796,8.2236842105263,8.30946271929825,995,46.09866987935
21,2.39,5,4,0.1,0.75,"25","0.05",15,30,2,"sesonality2","scenario_40_2.txt",0.00960116924158961,0.010175432512046,30.1917874470588,25.6400397478796,8.2236842105263,8.30946271929825,1031,79.7666710256809
25,2.39,5,4,0.1,0.75,"25","0.05",15,30,2,"sesonality2","scenario_41_2.txt",0.00691072144711664,0.00720040690062163,30.1917874470588,25.6400397478796,8.2236842105263,8.30946271929825,1064,110.821035722009
5,2.39,5,4,0.1,0.95,"25","0.05",15,30,2,"sesonality2","scenario_61_2.txt",0.037195649970209,0.036560290996934,30.1917874470588,25.6400397478796,8.2236842105263,8.30946271929825,1730,20.5898622276841
10,2.39,5,4,0.1,0.95,"25","0.05",15,30,2,"sesonality2","scenario_62_2.txt",0.0251141474623556,0.0254088678595142,30.1917874470588,25.6400397478796,8.2236842105263,8.30946271929825,1763,30.4948957357094
15,2.39,5,4,0.1,0.95,"25","0.05",15,30,2,"sesonality2","scenario_63_2.txt",0.0197994560918851,0.0202473372232013,30.1917874470588,25.6400397478796,8.2236842105263,8.30946271929825,1796,38.6805225760547
21,2.39,5,4,0.1,0.95,"25","0.05",15,30,2,"sesonality2","scenario_64_2.txt",0.0134972480513647,0.0139708818157876,30.1917874470588,25.6400397478796,8.2236842105263,8.30946271929825,1829,56.7414413250211
25,2.39,5,4,0.1,0.95,"25","0.05",15,30,2,"sesonality2","scenario_65_2.txt",0.00850588844792491,0.00885731479801377,30.1917874470588,25.6400397478796,8.2236842105263,8.30946271929825,1862,90.0380146112311
5,2.39,5,4,0.1,0.75,"50","0.05",15,30,2,"sesonality2","scenario_73_2.txt",0.032214045728633,0.0323075605214999,60.3384512273598,48.6695199746922,8.2236842105263,8.30946271929825,2129,23.7738939966503
10,2.39,5,4,0.1,0.75,"50","0.05",15,30,2,"sesonality2","scenario_74_2.txt",0.0209926321773427,0.020489241251576,60.3384512273598,48.6695199746922,8.2236842105263,8.30946271929825,2162,36.4820048236899
15,2.39,5,4,0.1,0.75,"50","0.05",15,30,2,"sesonality2","scenario_75_2.txt",0.0189711369003633,0.0190052423018801,60.3384512273598,48.6695199746922,8.2236842105263,8.30946271929825,2195,40.3693944320806
21,2.39,5,4,0.1,0.75,"50","0.05",15,30,2,"sesonality2","scenario_76_2.txt",0.0104152246596218,0.0104661437013987,60.3384512273598,48.6695199746922,8.2236842105263,8.30946271929825,2228,73.5320968471145
25,2.39,5,4,0.1,0.75,"50","0.05",15,30,2,"sesonality2","scenario_77_2.txt",0.00576010170766092,0.00543129736768177,60.3384512273598,48.6695199746922,8.2236842105263,8.30946271929825,2261,132.958296090012
5,2.39,5,4,0.1,0.95,"50","0.05",15,30,2,"sesonality2","scenario_97_2.txt",0.0436166532314836,0.0432459177023096,60.3384512273598,48.6695199746922,8.2236842105263,8.30946271929825,2927,17.5587362077325
10,2.39,5,4,0.1,0.95,"50","0.05",15,30,2,"sesonality2","scenario_98_2.txt",0.0338603732680716,0.033312042589923,60.3384512273598,48.6695199746922,8.2236842105263,8.30946271929825,2960,22.6179818601681
15,2.39,5,4,0.1,0.95,"50","0.05",15,30,2,"sesonality2","scenario_99_2.txt",0.0302138544270943,0.0299958808627053,60.3384512273598,48.6695199746922,8.2236842105263,8.30946271929825,2993,25.3477526412183
21,2.39,5,4,0.1,0.95,"50","0.05",15,30,2,"sesonality2","scenario_100_2.txt",0.0151893303499124,0.0151324020617759,60.3384512273598,48.6695199746922,8.2236842105263,8.30946271929825,8,50.4204787645679
25,2.39,5,4,0.1,0.95,"50","0.05",15,30,2,"sesonality2","scenario_101_2.txt",0.00997766573268908,0.00990947231956516,60.3384512273598,48.6695199746922,8.2236842105263,8.30946271929825,38,76.756761438365
5,2.39,5,4,0.1,0.75,"100","0.05",15,30,2,"sesonality2","scenario_145_2.txt",0.0338959465225422,0.0335615191041827,114.523966953488,101.365880179891,8.2236842105263,8.30946271929825,182,22.5942446494728
10,2.39,5,4,0.1,0.75,"100","0.05",15,30,2,"sesonality2","scenario_146_2.txt",0.0249130739705854,0.0248682838478238,114.523966953488,101.365880179891,8.2236842105263,8.30946271929825,185,30.7410201270225
15,2.39,5,4,0.1,0.75,"100","0.05",15,30,2,"sesonality2","scenario_147_2.txt",0.0223052267291539,0.0222741091359838,114.523966953488,101.365880179891,8.2236842105263,8.30946271929825,188,34.3351501267083
21,2.39,5,4,0.1,0.75,"100","0.05",15,30,2,"sesonality2","scenario_148_2.txt",0.0134559345362738,0.0134419222890337,114.523966953488,101.365880179891,8.2236842105263,8.30946271929825,191,56.9156535572626
25,2.39,5,4,0.1,0.75,"100","0.05",15,30,2,"sesonality2","scenario_149_2.txt",0.00864958564467039,0.00880213546147276,114.523966953488,101.365880179891,8.2236842105263,8.30946271929825,194,88.5421961024989
5,2.39,5,4,0.1,0.95,"100","0.05",15,30,2,"sesonality2","scenario_169_2.txt",0.0430212861581474,0.0421907791786325,114.523966953488,101.365880179891,8.2236842105263,8.30946271929825,260,17.8017297191085
10,2.39,5,4,0.1,0.95,"100","0.05",15,30,2,"sesonality2","scenario_170_2.txt",0.0347853320037184,0.0344428503180531,114.523966953488,101.365880179891,8.2236842105263,8.30946271929825,266,22.0165588264013
15,2.39,5,4,0.1,0.95,"100","0.05",15,30,2,"sesonality2","scenario_171_2.txt",0.0295805705988045,0.029175056983235,114.523966953488,101.365880179891,8.2236842105263,8.30946271929825,269,25.8904170153742
21,2.39,5,4,0.1,0.95,"100","0.05",15,30,2,"sesonality2","scenario_172_2.txt",0.0129698153120255,0.0129694445256301,114.523966953488,101.365880179891,8.2236842105263,8.30946271929825,272,59.0488985333255
25,2.39,5,4,0.1,0.95,"100","0.05",15,30,2,"sesonality2","scenario_173_2.txt",0.0111033342430194,0.0112532090590749,114.523966953488,101.365880179891,8.2236842105263,8.30946271929825,275,68.9750746571691
5,2.39,5,4,0.1,0.75,"150","0.05",15,30,2,"sesonality2","scenario_217_2.txt",0.0352393537415173,0.0353894341336561,164.972398912449,150.397396888646,8.2236842105263,8.30946271929825,422,21.7328987918832
10,2.39,5,4,0.1,0.75,"150","0.05",15,30,2,"sesonality2","scenario_218_2.txt",0.0271422701823383,0.0266365668118194,164.972398912449,150.397396888646,8.2236842105263,8.30946271929825,425,28.2162583752523
15,2.39,5,4,0.1,0.75,"150","0.05",15,30,2,"sesonality2","scenario_219_2.txt",0.02577624128183,0.0256844811296969,164.972398912449,150.397396888646,8.2236842105263,8.30946271929825,428,29.7115975902827
21,2.39,5,4,0.1,0.75,"150","0.05",15,30,2,"sesonality2","scenario_220_2.txt",0.0113915512162475,0.0109532183852975,164.972398912449,150.397396888646,8.2236842105263,8.30946271929825,434,67.2299403143135
25,2.39,5,4,0.1,0.75,"150","0.05",15,30,2,"sesonality2","scenario_221_2.txt",0.00481795876115508,0.00458196994183792,164.972398912449,150.397396888646,8.2236842105263,8.30946271929825,437,158.958045579484
5,2.39,5,4,0.1,0.95,"150","0.05",15,30,2,"sesonality2","scenario_241_2.txt",0.0498888550258288,0.0499259118281215,164.972398912449,150.397396888646,8.2236842105263,8.30946271929825,503,15.3511903201479
10,2.39,5,4,0.1,0.95,"150","0.05",15,30,2,"sesonality2","scenario_242_2.txt",0.0375843981039495,0.0379320906788072,164.972398912449,150.397396888646,8.2236842105263,8.30946271929825,506,20.3768943229474
15,2.39,5,4,0.1,0.95,"150","0.05",15,30,2,"sesonality2","scenario_243_2.txt",0.0325855197739718,0.0325487588388861,164.972398912449,150.397396888646,8.2236842105263,8.30946271929825,509,23.5028722471845
21,2.39,5,4,0.1,0.95,"150","0.05",15,30,2,"sesonality2","scenario_244_2.txt",0.0157064445733859,0.0155288274841921,164.972398912449,150.397396888646,8.2236842105263,8.30946271929825,512,48.7604501946596
25,2.39,5,4,0.1,0.95,"150","0.05",15,30,2,"sesonality2","scenario_245_2.txt",0.00940465433935265,0.00940538301419308,164.972398912449,150.397396888646,8.2236842105263,8.30946271929825,515,81.43343505472
5,2.39,5,4,0.1,0.75,"25","0.1",15,30,2,"sesonality2","scenario_289_2.txt",0.0287058117804505,0.0286239578743187,31.6981634582763,26.4039009326949,8.38815789473686,8.30946271929825,659,26.6793816601742
10,2.39,5,4,0.1,0.75,"25","0.1",15,30,2,"sesonality2","scenario_290_2.txt",0.0185736797414749,0.0182646163553877,31.6981634582763,26.4039009326949,8.38815789473686,8.30946271929825,665,41.2332568998495
15,2.39,5,4,0.1,0.75,"25","0.1",15,30,2,"sesonality2","scenario_291_2.txt",0.0151360517585589,0.0146927075566428,31.6981634582763,26.4039009326949,8.38815789473686,8.30946271929825,668,50.5979578143753
21,2.39,5,4,0.1,0.75,"25","0.1",15,30,2,"sesonality2","scenario_292_2.txt",0.00573563327908192,0.0058648755544402,31.6981634582763,26.4039009326949,8.38815789473686,8.30946271929825,671,133.525501211673
25,2.39,5,4,0.1,0.75,"25","0.1",15,30,2,"sesonality2","scenario_293_2.txt",0.00173378035028704,0.00173758517729456,31.6981634582763,26.4039009326949,8.38815789473686,8.30946271929825,674,200
5,2.39,5,4,0.1,0.95,"25","0.1",15,30,2,"sesonality2","scenario_313_2.txt",0.0375785268863468,0.0377039602703665,31.6981634582763,26.4039009326949,8.38815789473686,8.30946271929825,743,20.3800779810243
10,2.39,5,4,0.1,0.95,"25","0.1",15,30,2,"sesonality2","scenario_314_2.txt",0.0236867505810012,0.023959039364684,31.6981634582763,26.4039009326949,8.38815789473686,8.30946271929825,746,32.332561012824
15,2.39,5,4,0.1,0.95,"25","0.1",15,30,2,"sesonality2","scenario_315_2.txt",0.0192446083612785,0.0191694835597467,31.6981634582763,26.4039009326949,8.38815789473686,8.30946271929825,749,39.7957336402187
21,2.39,5,4,0.1,0.95,"25","0.1",15,30,2,"sesonality2","scenario_316_2.txt",0.00881401680404771,0.00899510016230131,31.6981634582763,26.4039009326949,8.38815789473686,8.30946271929825,752,86.8903844163376
25,2.39,5,4,0.1,0.95,"25","0.1",15,30,2,"sesonality2","scenario_317_2.txt",0.00384241445185627,0.00389961493498593,31.6981634582763,26.4039009326949,8.38815789473686,8.30946271929825,755,199.315643315307
5,2.39,5,4,0.1,0.75,"50","0.1",15,30,2,"sesonality2","scenario_325_2.txt",0.0323533028507723,0.0322116943913024,61.5226800461012,49.0987233348837,8.38815789473686,8.30946271929825,782,23.6715649060072
10,2.39,5,4,0.1,0.75,"50","0.1",15,30,2,"sesonality2","scenario_326_2.txt",0.0208333504218823,0.0208763737434239,61.5226800461012,49.0987233348837,8.38815789473686,8.30946271929825,785,36.7609286479121
15,2.39,5,4,0.1,0.75,"50","0.1",15,30,2,"sesonality2","scenario_327_2.txt",0.0167659852331281,0.0168065573267259,61.5226800461012,49.0987233348837,8.38815789473686,8.30946271929825,788,45.678992180102
21,2.39,5,4,0.1,0.75,"50","0.1",15,30,2,"sesonality2","scenario_328_2.txt",0.00814186261865519,0.008120113438166,61.5226800461012,49.0987233348837,8.38815789473686,8.30946271929825,791,94.0636490968283
25,2.39,5,4,0.1,0.75,"50","0.1",15,30,2,"sesonality2","scenario_329_2.txt",0.00252645417791023,0.00256769940507822,61.5226800461012,49.0987233348837,8.38815789473686,8.30946271929825,794,200
5,2.39,5,4,0.1,0.95,"50","0.1",15,30,2,"sesonality2","scenario_349_2.txt",0.0372898700921259,0.0374288327968713,61.5226800461012,49.0987233348837,8.38815789473686,8.30946271929825,860,20.537837929274
10,2.39,5,4,0.1,0.95,"50","0.1",15,30,2,"sesonality2","scenario_350_2.txt",0.0266093499108721,0.0265605345912892,61.5226800461012,49.0987233348837,8.38815789473686,8.30946271929825,866,28.7813610975461
15,2.39,5,4,0.1,0.95,"50","0.1",15,30,2,"sesonality2","scenario_351_2.txt",0.0203924796354131,0.0202463819891549,61.5226800461012,49.0987233348837,8.38815789473686,8.30946271929825,869,37.5556735643763
21,2.39,5,4,0.1,0.95,"50","0.1",15,30,2,"sesonality2","scenario_352_2.txt",0.00997055732466987,0.00948013141610598,61.5226800461012,49.0987233348837,8.38815789473686,8.30946271929825,872,76.8114843952439
25,2.39,5,4,0.1,0.95,"50","0.1",15,30,2,"sesonality2","scenario_353_2.txt",0.00616610029865862,0.0061143165469045,61.5226800461012,49.0987233348837,8.38815789473686,8.30946271929825,875,124.203835692126
5,2.39,5,4,0.1,0.75,"100","0.1",15,30,2,"sesonality2","scenario_397_2.txt",0.0345399265931932,0.0345958944731537,113.950081897401,100.116466725171,8.2236842105263,8.30946271929825,1019,22.172985987373
10,2.39,5,4,0.1,0.75,"100","0.1",15,30,2,"sesonality2","scenario_398_2.txt",0.0287694094504885,0.0288458621425954,113.950081897401,100.116466725171,8.2236842105263,8.30946271929825,1022,26.6204042065507
15,2.39,5,4,0.1,0.75,"100","0.1",15,30,2,"sesonality2","scenario_399_2.txt",0.0265470620039928,0.0270043298970399,113.950081897401,100.116466725171,8.2236842105263,8.30946271929825,1025,28.8488913854413
21,2.39,5,4,0.1,0.75,"100","0.1",15,30,2,"sesonality2","scenario_400_2.txt",0.0129251635990324,0.0132366229589285,113.950081897401,100.116466725171,8.2236842105263,8.30946271929825,1034,59.2528908812495
25,2.39,5,4,0.1,0.75,"100","0.1",15,30,2,"sesonality2","scenario_401_2.txt",0.00957871799184644,0.0100118917446897,113.950081897401,100.116466725171,8.2236842105263,8.30946271929825,1037,79.9536335663783
5,2.39,5,4,0.1,0.95,"100","0.1",15,30,2,"sesonality2","scenario_421_2.txt",0.0430637666768168,0.0427651310089328,113.950081897401,100.116466725171,8.2236842105263,8.30946271929825,1103,17.784169092855
10,2.39,5,4,0.1,0.95,"100","0.1",15,30,2,"sesonality2","scenario_422_2.txt",0.0351144657314496,0.0352359854786722,113.950081897401,100.116466725171,8.2236842105263,8.30946271929825,1106,21.8101939586067
15,2.39,5,4,0.1,0.95,"100","0.1",15,30,2,"sesonality2","scenario_423_2.txt",0.0323235453294243,0.0321931068620859,113.950081897401,100.116466725171,8.2236842105263,8.30946271929825,1109,23.6933572895732
21,2.39,5,4,0.1,0.95,"100","0.1",15,30,2,"sesonality2","scenario_424_2.txt",0.0157768459702851,0.0159801883372462,113.950081897401,100.116466725171,8.2236842105263,8.30946271929825,1112,48.5428652721977
25,2.39,5,4,0.1,0.95,"100","0.1",15,30,2,"sesonality2","scenario_425_2.txt",0.0106576990227373,0.0108204887724464,113.950081897401,100.116466725171,8.2236842105263,8.30946271929825,1115,71.8591608490615
5,2.39,5,4,0.1,0.75,"150","0.1",15,30,2,"sesonality2","scenario_469_2.txt",0.0371487047504509,0.037297985201413,164.658825165527,151.756432845554,8.2236842105263,8.30946271929825,1259,20.6158818591507
10,2.39,5,4,0.1,0.75,"150","0.1",15,30,2,"sesonality2","scenario_470_2.txt",0.0290016537852379,0.0291661942567899,164.658825165527,151.756432845554,8.2236842105263,8.30946271929825,1265,26.4072288438114
15,2.39,5,4,0.1,0.75,"150","0.1",15,30,2,"sesonality2","scenario_471_2.txt",0.0250697719962746,0.0251728020351757,164.658825165527,151.756432845554,8.2236842105263,8.30946271929825,1268,30.5488740970429
21,2.39,5,4,0.1,0.75,"150","0.1",15,30,2,"sesonality2","scenario_472_2.txt",0.014406690373062,0.0144428484228855,164.658825165527,151.756432845554,8.2236842105263,8.30946271929825,1271,53.1595591023305
25,2.39,5,4,0.1,0.75,"150","0.1",15,30,2,"sesonality2","scenario_473_2.txt",0.00799696532736803,0.00804481241087022,164.658825165527,151.756432845554,8.2236842105263,8.30946271929825,1274,95.7679916073643
5,2.39,5,4,0.1,0.95,"150","0.1",15,30,2,"sesonality2","scenario_493_2.txt",0.0499200860737804,0.0497213068623713,164.658825165527,151.756432845554,8.2236842105263,8.30946271929825,1340,15.3415862950207
10,2.39,5,4,0.1,0.95,"150","0.1",15,30,2,"sesonality2","scenario_494_2.txt",0.0395499796628914,0.0398315684094216,164.658825165527,151.756432845554,8.2236842105263,8.30946271929825,1343,19.3641896881768
15,2.39,5,4,0.1,0.95,"150","0.1",15,30,2,"sesonality2","scenario_495_2.txt",0.038214957866526,0.0382975387030333,164.658825165527,151.756432845554,8.2236842105263,8.30946271929825,1346,20.040668657301
21,2.39,5,4,0.1,0.95,"150","0.1",15,30,2,"sesonality2","scenario_496_2.txt",0.0158645205037101,0.0154993256362334,164.658825165527,151.756432845554,8.2236842105263,8.30946271929825,1349,48.2745953889159
25,2.39,5,4,0.1,0.95,"150","0.1",15,30,2,"sesonality2","scenario_497_2.txt",0.0109950695171705,0.0108766774703333,164.658825165527,151.756432845554,8.2236842105263,8.30946271929825,1352,69.6542488576145
5,2.39,5,4,0.1,0.75,"25","0.2",15,30,2,"sesonality2","scenario_541_2.txt",0.0218308876844774,0.0218386668793383,31.7652127998632,26.1641594556772,8.38815789473686,8.30946271929825,1502,35.0811803635597
10,2.39,5,4,0.1,0.75,"25","0.2",15,30,2,"sesonality2","scenario_542_2.txt",0.0176069830949308,0.0180469585795428,31.7652127998632,26.1641594556772,8.38815789473686,8.30946271929825,1505,43.4971343032788
15,2.39,5,4,0.1,0.75,"25","0.2",15,30,2,"sesonality2","scenario_543_2.txt",0.0126423340206997,0.0128349226239485,31.7652127998632,26.1641594556772,8.38815789473686,8.30946271929825,1508,60.5784744416505
21,2.39,5,4,0.1,0.75,"25","0.2",15,30,2,"sesonality2","scenario_544_2.txt",0.00704174290975095,0.00697046364218757,31.7652127998632,26.1641594556772,8.38815789473686,8.30946271929825,1511,108.759055559279
25,2.39,5,4,0.1,0.75,"25","0.2",15,30,2,"sesonality2","scenario_545_2.txt",0.0048423091461457,0.00476002021223212,31.7652127998632,26.1641594556772,8.38815789473686,8.30946271929825,1514,158.158697687725
5,2.39,5,4,0.1,0.95,"25","0.2",15,30,2,"sesonality2","scenario_565_2.txt",0.0318366776963577,0.0320281456533687,31.7652127998632,26.1641594556772,8.38815789473686,8.30946271929825,1580,24.0556918551644
10,2.39,5,4,0.1,0.95,"25","0.2",15,30,2,"sesonality2","scenario_566_2.txt",0.0240850895226047,0.0243795047653136,31.7652127998632,26.1641594556772,8.38815789473686,8.30946271929825,1583,31.7978186311903
15,2.39,5,4,0.1,0.95,"25","0.2",15,30,2,"sesonality2","scenario_567_2.txt",0.0192906385840829,0.0194252731587263,31.7652127998632,26.1641594556772,8.38815789473686,8.30946271929825,1586,39.7007753277637
21,2.39,5,4,0.1,0.95,"25","0.2",15,30,2,"sesonality2","scenario_568_2.txt",0.015202119936549,0.015603990557141,31.7652127998632,26.1641594556772,8.38815789473686,8.30946271929825,1589,50.3780598727219
25,2.39,5,4,0.1,0.95,"25","0.2",15,30,2,"sesonality2","scenario_569_2.txt",0.00541382091678879,0.00568057762893213,31.7652127998632,26.1641594556772,8.38815789473686,8.30946271929825,1592,141.462623187401
5,2.39,5,4,0.1,0.75,"50","0.2",15,30,2,"sesonality2","scenario_577_2.txt",0.0278428997619375,0.0274386389197826,62.1544199389877,49.7543661740082,8.38815789473686,8.30946271929825,1619,27.5062337222045
10,2.39,5,4,0.1,0.75,"50","0.2",15,30,2,"sesonality2","scenario_578_2.txt",0.022025564292612,0.0219658181741162,62.1544199389877,49.7543661740082,8.38815789473686,8.30946271929825,1622,34.771109524429
15,2.39,5,4,0.1,0.75,"50","0.2",15,30,2,"sesonality2","scenario_579_2.txt",0.0173318571057357,0.0173850555700698,62.1544199389877,49.7543661740082,8.38815789473686,8.30946271929825,1625,44.1876080378206
21,2.39,5,4,0.1,0.75,"50","0.2",15,30,2,"sesonality2","scenario_580_2.txt",0.0103572942905738,0.0104843453419897,62.1544199389877,49.7543661740082,8.38815789473686,8.30946271929825,1631,73.943376220638
25,2.39,5,4,0.1,0.75,"50","0.2",15,30,2,"sesonality2","scenario_581_2.txt",0.00580200612148458,0.00589069850461405,62.1544199389877,49.7543661740082,8.38815789473686,8.30946271929825,1634,131.998017982064
5,2.39,5,4,0.1,0.95,"50","0.2",15,30,2,"sesonality2","scenario_601_2.txt",0.0315414662606611,0.0312861644025384,62.1544199389877,49.7543661740082,8.38815789473686,8.30946271929825,1703,24.2808404031282
10,2.39,5,4,0.1,0.95,"50","0.2",15,30,2,"sesonality2","scenario_602_2.txt",0.0257426801891029,0.0255758998047947,62.1544199389877,49.7543661740082,8.38815789473686,8.30946271929825,1706,29.7503330162163
15,2.39,5,4,0.1,0.95,"50","0.2",15,30,2,"sesonality2","scenario_603_2.txt",0.0247140781260088,0.0249760533679702,62.1544199389877,49.7543661740082,8.38815789473686,8.30946271929825,1709,30.9885444421975
21,2.39,5,4,0.1,0.95,"50","0.2",15,30,2,"sesonality2","scenario_604_2.txt",0.0100142978683776,0.00983777587617296,62.1544199389877,49.7543661740082,8.38815789473686,8.30946271929825,1712,76.4759864767074
25,2.39,5,4,0.1,0.95,"50","0.2",15,30,2,"sesonality2","scenario_605_2.txt",0.00665552492195261,0.00660403590678127,62.1544199389877,49.7543661740082,8.38815789473686,8.30946271929825,1715,115.070308854178
5,2.39,5,4,0.1,0.75,"100","0.2",15,30,2,"sesonality2","scenario_649_2.txt",0.0294342175549736,0.0291948809970214,114.83848251026,101.255889212449,8.2236842105263,8.30946271929825,1859,26.0191495467953
10,2.39,5,4,0.1,0.75,"100","0.2",15,30,2,"sesonality2","scenario_650_2.txt",0.0272011392954715,0.0273950107607234,114.83848251026,101.255889212449,8.2236842105263,8.30946271929825,1865,28.1551923262003
15,2.39,5,4,0.1,0.75,"100","0.2",15,30,2,"sesonality2","scenario_651_2.txt",0.0205740151068439,0.0202709902213956,114.83848251026,101.255889212449,8.2236842105263,8.30946271929825,1868,37.2242998937531
21,2.39,5,4,0.1,0.75,"100","0.2",15,30,2,"sesonality2","scenario_652_2.txt",0.0141643130862272,0.0139859789863048,114.83848251026,101.255889212449,8.2236842105263,8.30946271929825,1871,54.0692163251072
25,2.39,5,4,0.1,0.75,"100","0.2",15,30,2,"sesonality2","scenario_653_2.txt",0.00758687833117107,0.00731503248431546,114.83848251026,101.255889212449,8.2236842105263,8.30946271929825,1874,100.944456326552
5,2.39,5,4,0.1,0.95,"100","0.2",15,30,2,"sesonality2","scenario_673_2.txt",0.0409328200158133,0.0408213029325566,114.83848251026,101.255889212449,8.2236842105263,8.30946271929825,1940,18.7100060064246
10,2.39,5,4,0.1,0.95,"100","0.2",15,30,2,"sesonality2","scenario_674_2.txt",0.031737840505057,0.0316878700771757,114.83848251026,101.255889212449,8.2236842105263,8.30946271929825,1943,24.1306054907465
