"Survey","Host_2","Uncomp_2","MDAs_2"
2884,1559,16,0
2885,1560,13,0
2886,1560,17,0
2887,1560,21,0
2888,1560,21,0
2889,1559,23,0
2890,1559,35,0
2891,1559,3,1429
2892,1559,4,0
2893,1559,1,0
2894,1559,8,0
2895,1559,9,0
2896,1559,13,0
2897,1559,10,1251
2898,1560,14,0
2899,1560,16,0
2900,1561,19,0
2901,1560,17,0
2902,1561,23,0
2903,1560,16,1129
2904,1559,17,0
2905,1559,19,0
2906,1560,15,0
2907,1559,18,0
2908,1559,21,0
2909,1559,13,978
2910,1559,19,0
2911,1559,20,0
2912,1559,27,0
2913,1559,17,0
2914,1559,9,0
2915,1560,25,0
2916,1560,23,0
2917,1561,25,0
2918,1561,37,0
2919,1562,19,0
2920,1562,22,0
2921,1562,21,0
2922,1562,17,0
2923,1562,20,0
2924,1562,20,0
2925,1562,11,0
2926,1562,20,0
2927,1563,12,0
2928,1563,11,0
2929,1563,6,0
2930,1563,11,0
2931,1562,9,0
2932,1562,5,0
2933,1562,4,0
2934,1562,11,0
2935,1562,10,0
2936,1562,8,0
2937,1562,4,0
2938,1561,5,0
2939,1560,5,0
2940,1560,4,0
2941,1560,2,0
2942,1560,6,0
2943,1560,4,0
2944,1560,3,0
2945,1559,4,0
2946,1559,2,0
2947,1559,6,0
2948,1559,6,0
2949,1559,3,0
2950,1560,4,0
2951,1561,6,0
2952,1560,7,0
2953,1561,6,0
2954,1560,6,0
2955,1559,7,0
2956,1559,10,0
2957,1560,10,0
2958,1562,16,0
2959,1561,19,0
2960,1561,22,0
2961,1560,24,0
2962,1560,25,0
2963,1560,37,0
2964,1560,30,0
2965,1559,47,0
2966,1560,46,0
2967,1559,59,0
2968,1559,73,0
2969,1559,61,0
2970,1561,67,0
2971,1560,54,0
2972,1559,78,0
2973,1559,77,0
2974,1560,63,0
2975,1559,90,0
2976,1559,74,0
2977,1559,68,0
2978,1560,74,0
2979,1559,75,0
2980,1560,69,0
2981,1561,56,0
2982,1562,66,0
2983,1563,73,0
2984,1563,69,0
2985,1561,54,0
2986,1562,56,0
2987,1561,43,0
2988,1562,45,0
2989,1561,38,0
2990,1560,30,0
2991,1560,24,0
2992,1560,36,0
2993,1560,31,0
2994,1561,22,0
2995,1561,21,0
2996,1561,14,0
2997,1561,8,0
2998,1561,13,0
2999,1561,12,0
3000,1560,9,0
3001,1559,11,0
3002,1559,9,0
3003,1559,7,0
3004,1559,13,0
3005,1559,8,0
3006,1559,6,0
3007,1559,7,0
3008,1559,5,0
3009,1559,6,0
3010,1559,6,0
3011,1559,5,0
3012,1559,5,0
3013,1560,6,0
3014,1560,3,0
3015,1561,3,0
3016,1561,2,0
3017,1561,10,0
3018,1562,5,0
3019,1562,0,0
3020,1562,6,0
3021,1561,4,0
3022,1560,1,0
3023,1560,2,0
3024,1560,2,0
3025,1560,8,0
3026,1560,1,0
3027,1560,8,0
3028,1560,2,0
3029,1560,14,0
3030,1560,12,0
3031,1560,18,0
3032,1560,20,0
3033,1560,29,0
3034,1560,41,0
3035,1560,23,0
3036,1560,47,0
3037,1561,35,0
3038,1561,44,0
3039,1561,57,0
3040,1561,63,0
3041,1560,63,0
3042,1559,63,0
3043,1560,78,0
3044,1560,67,0
3045,1560,72,0
3046,1559,74,0
3047,1559,80,0
3048,1559,69,0
3049,1559,73,0
3050,1559,76,0
3051,1559,69,0
3052,1559,60,0
3053,1560,82,0
3054,1561,79,0
3055,1562,56,0
3056,1561,58,0
3057,1563,48,0
3058,1564,64,0
3059,1563,44,0
3060,1563,51,0
3061,1562,39,0
3062,1562,31,0
3063,1562,44,0
3064,1562,20,0
3065,1562,34,0
3066,1561,31,0
3067,1562,29,0
3068,1562,22,0
3069,1562,17,0
3070,1563,15,0
3071,1562,12,0
3072,1561,22,0
3073,1562,17,0
3074,1561,12,0
3075,1561,7,0
3076,1561,11,0
3077,1561,6,0
3078,1561,9,0
3079,1561,12,0
3080,1561,5,0
3081,1561,6,0
3082,1561,3,0
3083,1561,4,0
3084,1561,3,0
3085,1561,3,0
3086,1563,5,0
3087,1563,2,0
3088,1563,5,0
3089,1563,5,0
3090,1563,3,0
3091,1563,4,0
3092,1563,1,0
3093,1562,5,0
3094,1562,4,0
3095,1562,4,0
3096,1561,5,0
3097,1561,7,0
3098,1561,5,0
3099,1561,9,0
3100,1561,13,0
3101,1561,13,0
3102,1561,12,0
3103,1561,11,0
3104,1561,18,0
3105,1560,19,0
3106,1560,31,0
3107,1560,24,0
3108,1561,31,0
3109,1560,39,0
3110,1560,41,0
3111,1560,45,0
3112,1560,58,0
3113,1560,69,0
3114,1561,51,0
3115,1562,69,0
3116,1562,67,0
3117,1562,65,0
3118,1562,71,0
3119,1561,79,0
3120,1561,71,0
3121,1560,81,0
3122,1560,66,0
3123,1560,60,0
3124,1559,73,0
3125,1559,63,0
3126,1560,51,0
3127,1560,66,0
3128,1560,61,0
3129,1560,64,0
3130,1560,69,0
3131,1560,60,0
3132,1561,57,0
3133,1561,34,0
3134,1561,40,0
3135,1561,27,0
3136,1560,34,0
3137,1560,24,0
3138,1561,32,0
3139,1560,23,0
3140,1559,18,0
3141,1559,20,0
3142,1559,20,0
3143,1560,19,0
3144,1561,12,0
3145,1561,11,0
3146,1560,10,0
3147,1559,6,0
3148,1559,10,0
3149,1559,9,0
3150,1560,12,0
3151,1560,10,0
3152,1560,11,0
3153,1560,7,0
3154,1559,9,0
3155,1560,1,0
3156,1560,7,0
3157,1561,3,0
3158,1561,7,0
3159,1560,4,0
3160,1560,1,0
3161,1560,4,0
3162,1560,1,0
3163,1559,6,0
3164,1559,2,0
3165,1559,3,0
3166,1559,6,0
3167,1559,4,0
3168,1559,7,0
3169,1559,4,0
3170,1559,6,0
3171,1559,3,0
3172,1559,8,0
3173,1559,7,0
3174,1560,12,0
3175,1561,8,0
3176,1560,11,0
3177,1560,12,0
3178,1560,14,0
3179,1560,22,0
3180,1559,29,0
3181,1559,40,0
3182,1559,38,0
3183,1559,45,0
3184,1559,52,0
3185,1560,31,0
3186,1560,60,0
3187,1560,59,0
3188,1559,67,0
3189,1559,77,0
3190,1560,63,0
3191,1560,68,0
3192,1560,68,0
3193,1561,73,0
3194,1562,60,0
3195,1562,88,0
3196,1562,66,0
3197,1562,70,0
3198,1563,78,0
3199,1562,59,0
3200,1562,63,0
3201,1561,60,0
3202,1560,56,0
3203,1559,60,0
3204,1559,44,0
3205,1559,51,0
3206,1559,35,0
3207,1560,46,0
3208,1561,34,0
3209,1561,37,0
3210,1561,32,0
3211,1561,23,0
3212,1562,26,0
3213,1561,17,0
3214,1561,25,0
3215,1561,16,0
3216,1561,17,0
3217,1561,13,0
3218,1561,23,0
3219,1561,8,0
3220,1561,12,0
3221,1561,8,0
3222,1561,8,0
3223,1561,10,0
3224,1561,7,0
3225,1562,7,0
3226,1561,9,0
3227,1560,6,0
3228,1560,2,0
3229,1560,7,0
3230,1560,4,0
3231,1560,3,0
3232,1559,1,0
3233,1559,3,0
3234,1559,2,0
3235,1559,1,0
3236,1559,4,0
3237,1560,1,0
3238,1560,2,0
3239,1559,4,0
3240,1559,5,0
3241,1559,2,0
3242,1559,4,0
3243,1560,3,0
3244,1560,8,0
3245,1560,4,0
3246,1560,5,0
3247,1560,11,0
3248,1561,11,0
3249,1562,11,0
3250,1561,11,0
3251,1560,12,0
3252,1560,19,0
3253,1561,19,0
3254,1561,20,0
3255,1561,39,0
3256,1561,45,0
3257,1561,48,0
3258,1561,51,0
3259,1561,41,0
3260,1561,55,0
3261,1561,60,0
3262,1562,64,0
3263,1562,74,0
3264,1562,84,0
3265,1562,68,0
3266,1562,74,0
3267,1561,69,0
3268,1561,75,0
3269,1562,70,0
3270,1561,71,0
3271,1560,63,0
3272,1560,64,0
3273,1560,62,0
3274,1560,63,0
3275,1560,49,0
3276,1560,58,0
3277,1561,62,0
3278,1561,43,0
3279,1561,48,0
3280,1561,50,0
3281,1560,35,0
3282,1560,32,0
3283,1561,39,0
3284,1560,26,0
3285,1560,34,0
