"Coverage","Access","EIR","Indicator","Age","Number_round","Seasonality","Coverage_reduction","Time_0.1","Prevalance"
0.75,0.4,115,0.0154401289762763,5,5.4,"sesonality3",0,49.6014838692408,NA
0.85,0.4,115,0.0180929215585627,5,5.4,"sesonality3",0,42.3288912117853,NA
0.95,0.4,115,0.0209687763952309,5,5.4,"sesonality3",0,36.5235097137069,NA
0.75,0.1,125,0.0128680121620758,5,5.4,"sesonality3",0,59.5160541278365,NA
0.85,0.1,125,0.0146427284601346,5,5.4,"sesonality3",0,52.3026367961977,NA
0.95,0.1,125,0.0170824900587991,5,5.4,"sesonality3",0,44.8326506100483,NA
0.75,0.4,125,0.0158032592922848,5,5.4,"sesonality3",0,48.4617314815342,NA
0.85,0.4,125,0.0185112001708891,5,5.4,"sesonality3",0,41.3724286532298,NA
0.95,0.4,125,0.0213657293098143,5,5.4,"sesonality3",0,35.844941085347,NA
0.75,0.1,135,0.0130950107284826,5,5.4,"sesonality3",0,58.4843589849054,NA
0.85,0.1,135,0.0149047142821337,5,5.4,"sesonality3",0,51.3832934908249,NA
0.95,0.1,135,0.017297720431656,5,5.4,"sesonality3",0,44.2748113187333,NA
0.75,0.4,135,0.016141242340352,5,5.4,"sesonality3",0,47.446986558227,NA
0.85,0.4,135,0.0188980046418808,5,5.4,"sesonality3",0,40.5256175383998,NA
0.95,0.4,135,0.0217329754061774,5,5.4,"sesonality3",0,35.2392295137866,NA
0.75,0.1,145,0.0133285935078789,5,5.4,"sesonality3",0,57.4594241997888,NA
0.85,0.1,145,0.0151934858368467,5,5.4,"sesonality3",0,50.4066885361124,NA
0.95,0.1,145,0.0175667672373066,5,5.4,"sesonality3",0,43.5967129301581,NA
0.75,0.4,145,0.0164946444106062,5,5.4,"sesonality3",0,46.430422462658,NA
0.85,0.4,145,0.0192946233859837,5,5.4,"sesonality3",0,39.6925761666905,NA
0.95,0.4,145,0.0221158308588894,5,5.4,"sesonality3",0,34.6291899789934,NA
0.75,0.1,155,0.0135474541719443,5,5.4,"sesonality3",0,56.5311606620371,NA
0.85,0.1,155,0.0154925543779364,5,5.4,"sesonality3",0,49.4336369376538,NA
0.95,0.1,155,0.0178818550865939,5,5.4,"sesonality3",0,42.8285155341589,NA
0.75,0.4,155,0.0168388845606153,5,5.4,"sesonality3",0,45.4812375249029,NA
0.85,0.4,155,0.0196849590773871,5,5.4,"sesonality3",0,38.905506754928,NA
0.95,0.4,155,0.0225113712043159,5,5.4,"sesonality3",0,34.0207311853547,NA
0.75,0.1,5,0.00476172272878516,5,4,"sesonality2",0.1,110,0.171866482088326
0.85,0.1,5,0.00587342338662379,5,4,"sesonality2",0.1,110,0.1805868710145
0.95,0.1,5,0.00682011270821476,5,4,"sesonality2",0.1,110,0.171866482088326
0.75,0.4,5,0.00608126673195325,5,4,"sesonality2",0.1,110,0.0830001829295434
0.85,0.4,5,0.00677060534396446,5,4,"sesonality2",0.1,110,0.0830001829295434
0.95,0.4,5,0.00709221944176195,5,4,"sesonality2",0.1,110,0.0830001829295434
0.75,0.1,15,0.00631538376312282,5,4,"sesonality2",0.1,110,0.247495815828381
0.85,0.1,15,0.00776989584545086,5,4,"sesonality2",0.1,98.5667406087764,0.248993732221783
0.95,0.1,15,0.0090268713632434,5,4,"sesonality2",0.1,84.8415001762682,0.247495815828381
0.75,0.4,15,0.00750727389486138,5,4,"sesonality2",0.1,110,0.137001431448641
0.85,0.4,15,0.00865621701113639,5,4,"sesonality2",0.1,88.4743655768426,0.137001431448641
0.95,0.4,15,0.00942719991257717,5,4,"sesonality2",0.1,81.238683326744,0.137001431448641
0.75,0.1,25,0.00765192056044362,5,4,"sesonality2",0.1,110,0.300904132321922
0.85,0.1,25,0.00938746688729182,5,4,"sesonality2",0.1,81.5825310012577,0.287614427416964
0.95,0.1,25,0.0109271643560119,5,4,"sesonality2",0.1,70.0871043395999,0.300904132321922
0.75,0.4,25,0.00870626470811636,5,4,"sesonality2",0.1,87.9657733863528,0.17938386441634
0.85,0.4,25,0.0102701216672017,5,4,"sesonality2",0.1,74.571006378782,0.17938386441634
0.95,0.4,25,0.0114847614233833,5,4,"sesonality2",0.1,66.6843028011417,0.17938386441634
0.75,0.1,35,0.00864912655467464,5,4,"sesonality2",0.1,88.5468958645125,0.320739427879297
0.85,0.1,35,0.0105735763879973,5,4,"sesonality2",0.1,72.4308673104333,0.320021331650414
0.95,0.1,35,0.0123401412684758,5,4,"sesonality2",0.1,62.0619563174872,0.320739427879297
0.75,0.4,35,0.00957859872430574,5,4,"sesonality2",0.1,79.9546291058637,0.197522821342399
0.85,0.4,35,0.0114772190112559,5,4,"sesonality2",0.1,66.7281253067211,0.197522821342399
0.95,0.4,35,0.0130943126976564,5,4,"sesonality2",0.1,58.4874766655633,0.197522821342399
0.75,0.1,45,0.00933541612529333,5,4,"sesonality2",0.1,82.0374044474317,0.349019674259835
0.85,0.1,45,0.0113536103173084,5,4,"sesonality2",0.1,67.4546057995519,0.348283340847998
0.95,0.1,45,0.0132753701192461,5,4,"sesonality2",0.1,57.6897895483504,0.349019674259835
0.75,0.4,45,0.0101747102203367,5,4,"sesonality2",0.1,75.2702820788952,0.221514478633562
0.85,0.4,45,0.012318110619092,5,4,"sesonality2",0.1,62.1729526579147,0.221514478633562
0.95,0.4,45,0.0142711723446233,5,4,"sesonality2",0.1,53.6643584606629,0.221514478633562
0.75,0.1,55,0.00983435737364683,5,4,"sesonality2",0.1,77.8752773829458,0.369993459583761
0.85,0.1,55,0.0118680361741827,5,4,"sesonality2",0.1,64.5307527813048,0.371642089396336
0.95,0.1,55,0.0138692093158468,5,4,"sesonality2",0.1,55.2196805827072,0.369993459583761
0.75,0.4,55,0.0106245903816019,5,4,"sesonality2",0.1,72.0830903450131,0.239750691757973
0.85,0.4,55,0.0129308301143965,5,4,"sesonality2",0.1,59.2269252306626,0.239750691757973
0.95,0.4,55,0.0151385062504209,5,4,"sesonality2",0.1,50.5897540805567,0.239750691757973
0.75,0.1,65,0.0102719373013638,5,4,"sesonality2",0.1,74.5578254507146,0.392666824004721
0.85,0.1,65,0.0122627317576005,5,4,"sesonality2",0.1,62.4537275620568,0.389195095846567
0.95,0.1,65,0.0142687591583672,5,4,"sesonality2",0.1,53.6734343789573,0.392666824004721
0.75,0.4,65,0.0110435650800203,5,4,"sesonality2",0.1,69.3483764351896,0.259023733939406
0.85,0.4,65,0.0134408684850265,5,4,"sesonality2",0.1,56.979451083012,0.259023733939406
0.95,0.4,65,0.0158125977820159,5,4,"sesonality2",0.1,48.4331113023562,0.259023733939406
0.75,0.1,75,0.0106944647431594,5,4,"sesonality2",0.1,71.6121214804729,0.403213198580104
0.85,0.1,75,0.0125980474354074,5,4,"sesonality2",0.1,60.7914291704678,0.404051611972265
0.95,0.1,75,0.0145406724673356,5,4,"sesonality2",0.1,52.6697310647903,0.403213198580104
0.75,0.4,75,0.01145937231141,5,4,"sesonality2",0.1,66.8320469519272,0.269816831458165
0.85,0.4,75,0.0138817021944716,5,4,"sesonality2",0.1,55.1699854691282,0.269816831458165
0.95,0.4,75,0.016324944846809,5,4,"sesonality2",0.1,46.9130717158571,0.269816831458165
0.75,0.1,85,0.0110797743502658,5,4,"sesonality2",0.1,69.1217423879571,0.416729658717064
0.85,0.1,85,0.0128667425922001,5,4,"sesonality2",0.1,59.521926615679,0.41792667401609
0.95,0.1,85,0.0146943713996512,5,4,"sesonality2",0.1,52.1188207053176,0.416729658717064
0.75,0.4,85,0.0118376763615293,5,4,"sesonality2",0.1,64.6962532988886,0.280366876622461
0.85,0.4,85,0.0142291783856602,5,4,"sesonality2",0.1,53.8227357615795,0.280366876622461
0.95,0.4,85,0.0166630009890467,5,4,"sesonality2",0.1,45.9613072614708,0.280366876622461
0.75,0.1,95,0.011414227664724,5,4,"sesonality2",0.1,67.0963757559047,0.427181806665598
0.85,0.1,95,0.0130769431921508,5,4,"sesonality2",0.1,58.5651629056133,0.428805126172194
0.95,0.1,95,0.014763553521043,5,4,"sesonality2",0.1,51.8745915246059,0.427181806665598
0.75,0.4,95,0.0121668819103636,5,4,"sesonality2",0.1,62.9457336726033,0.293994164810167
0.85,0.4,95,0.0144933801958418,5,4,"sesonality2",0.1,52.8415937488131,0.293994164810167
0.95,0.4,95,0.0168611011378268,5,4,"sesonality2",0.1,45.4213103934013,0.293994164810167
0.75,0.1,105,0.0117347372199413,5,4,"sesonality2",0.1,65.2637800064515,0.436953537685843
0.85,0.1,105,0.0132917763676529,5,4,"sesonality2",0.1,57.6185821347071,0.439110786591553
0.95,0.1,105,0.0148387768957507,5,4,"sesonality2",0.1,51.6116195921161,0.436953537685843
0.75,0.4,105,0.0124924994622473,5,4,"sesonality2",0.1,61.3050503360195,0.30313192947885
0.85,0.4,105,0.0147499168337791,5,4,"sesonality2",0.1,51.9225509530918,0.30313192947885
0.95,0.4,105,0.0170247303900606,5,4,"sesonality2",0.1,44.9847539907526,0.30313192947885
0.75,0.1,115,0.0120959495613894,5,4,"sesonality2",0.1,63.3148563053198,NA
0.85,0.1,115,0.0135863903733978,5,4,"sesonality2",0.1,56.3691523140179,NA
0.95,0.1,115,0.0150162939230292,5,4,"sesonality2",0.1,51.0014862709394,NA
0.75,0.4,115,0.0128649350015203,5,4,"sesonality2",0.1,59.5302897577997,NA
0.85,0.4,115,0.0150749282162535,5,4,"sesonality2",0.1,50.8031147723831,NA
0.95,0.4,115,0.0172564509496475,5,4,"sesonality2",0.1,44.3806962735527,NA
0.75,0.1,125,0.0125109559976884,5,4,"sesonality2",0.1,61.2146112972718,NA
0.85,0.1,125,0.0139811848881258,5,4,"sesonality2",0.1,54.7774251241182,NA
0.95,0.1,125,0.0153287035969747,5,4,"sesonality2",0.1,49.9620403976574,NA
0.75,0.4,125,0.0132801798478098,5,4,"sesonality2",0.1,57.6688958381895,NA
0.85,0.4,125,0.0154765346997536,5,4,"sesonality2",0.1,49.4848054305049,NA
0.95,0.4,125,0.0175830327105831,5,4,"sesonality2",0.1,43.5563830746218,NA
0.75,0.1,135,0.0129385786231698,5,4,"sesonality2",0.1,59.1914560834612,NA
0.85,0.1,135,0.0144295523659521,5,4,"sesonality2",0.1,53.0753337964156,NA
0.95,0.1,135,0.0157338825893707,5,4,"sesonality2",0.1,48.6754177810602,NA
0.75,0.4,135,0.0136780912502016,5,4,"sesonality2",0.1,55.9912413469588,NA
0.85,0.4,135,0.015892728890235,5,4,"sesonality2",0.1,48.1889116491712,NA
0.95,0.4,135,0.0179526890623455,5,4,"sesonality2",0.1,42.6595317111624,NA
0.75,0.1,145,0.0133126576934603,5,4,"sesonality2",0.1,57.5282055612367,NA
0.85,0.1,145,0.0148531850041893,5,4,"sesonality2",0.1,51.561554517752,NA
0.95,0.1,145,0.0161533712129116,5,4,"sesonality2",0.1,47.4113606541531,NA
0.75,0.4,145,0.0139817480175199,5,4,"sesonality2",0.1,54.7752189065421,NA
0.85,0.4,145,0.0162364416662812,5,4,"sesonality2",0.1,47.1687900647738,NA
0.95,0.4,145,0.0182819646776684,5,4,"sesonality2",0.1,41.8911928700563,NA
0.75,0.1,155,0.0135983296578873,5,4,"sesonality2",0.1,56.3196604011992,NA
0.85,0.1,155,0.0152038073372366,5,4,"sesonality2",0.1,50.3724686434341,NA
0.95,0.1,155,0.0165344258791186,5,4,"sesonality2",0.1,46.31871187756,NA
0.75,0.4,155,0.0141645776912957,5,4,"sesonality2",0.1,54.0682062710835,NA
0.85,0.4,155,0.0164685289879654,5,4,"sesonality2",0.1,46.5040507816711,NA
0.95,0.4,155,0.0185284093327202,5,4,"sesonality2",0.1,41.3340019967774,NA
0.75,0.1,5,0.00506379682005176,5,4,"sesonality3",0.1,110,0.191759494732564
0.85,0.1,5,0.00603972457164545,5,4,"sesonality3",0.1,110,NA
0.95,0.1,5,0.0071715013817642,5,4,"sesonality3",0.1,110,0.191759494732564
0.75,0.4,5,0.00411638400797906,5,4,"sesonality3",0.1,110,0.106411022999725
0.85,0.4,5,0.00490553961833393,5,4,"sesonality3",0.1,110,0.106411022999725
0.95,0.4,5,0.00593658886028727,5,4,"sesonality3",0.1,110,0.106411022999725
0.75,0.1,15,0.00571362859565118,5,4,"sesonality3",0.1,110,0.23117635207289
0.85,0.1,15,0.00685530555658613,5,4,"sesonality3",0.1,110,0.241461869011354
0.95,0.1,15,0.00813643969083166,5,4,"sesonality3",0.1,94.1263424122405,0.23117635207289
0.75,0.4,15,0.00501052138797857,5,4,"sesonality3",0.1,110,0.136388439334997
0.85,0.4,15,0.00598376451378347,5,4,"sesonality3",0.1,110,0.136388439334997
0.95,0.4,15,0.00717790356190042,5,4,"sesonality3",0.1,110,0.136388439334997
0.75,0.1,25,0.00638823963064825,5,4,"sesonality3",0.1,110,0.277553140943541
0.85,0.1,25,0.00768511131933805,5,4,"sesonality3",0.1,99.6541593911135,0.281728069811674
0.95,0.1,25,0.00910843083626897,5,4,"sesonality3",0.1,84.0818053210883,0.277553140943541
0.75,0.4,25,0.00597927260445903,5,4,"sesonality3",0.1,110,0.156670937542734
0.85,0.4,25,0.00713634373891076,5,4,"sesonality3",0.1,110,0.156670937542734
0.95,0.4,25,0.00849445130304774,5,4,"sesonality3",0.1,90.1592440798363,0.156670937542734
0.75,0.1,35,0.00698584958222466,5,4,"sesonality3",0.1,110,0.309805441117775
0.85,0.1,35,0.00841157924087199,5,4,"sesonality3",0.1,91.0475056377609,0.319898323302595
0.95,0.1,35,0.00995815893039449,5,4,"sesonality3",0.1,76.9071184451789,0.309805441117775
0.75,0.4,35,0.00691014111088054,5,4,"sesonality3",0.1,110,0.190177027101889
0.85,0.4,35,0.00823598916581196,5,4,"sesonality3",0.1,92.9886250378842,0.190177027101889
0.95,0.4,35,0.00974843276599374,5,4,"sesonality3",0.1,78.5616854257183,0.190177027101889
0.75,0.1,45,0.00743978268102027,5,4,"sesonality3",0.1,110,0.335812569152614
0.85,0.1,45,0.00895818227073473,5,4,"sesonality3",0.1,85.4920434983459,0.334202780127382
0.95,0.1,45,0.0105998595119589,5,4,"sesonality3",0.1,72.2512696976523,0.335812569152614
0.75,0.4,45,0.0077191787551677,5,4,"sesonality3",0.1,99.2143507290922,0.216420115689203
0.85,0.4,45,0.00918848364914977,5,4,"sesonality3",0.1,83.3492595295232,0.216420115689203
0.95,0.4,45,0.01083664909366,5,4,"sesonality3",0.1,70.6725207890907,0.216420115689203
0.75,0.1,55,0.00775893384662974,5,4,"sesonality3",0.1,98.705997949503,0.350393059529384
0.85,0.1,55,0.00933419753578801,5,4,"sesonality3",0.1,82.0481145186211,0.353979048038303
0.95,0.1,55,0.0110383896696586,5,4,"sesonality3",0.1,69.3808908070059,0.350393059529384
0.75,0.4,55,0.00839411012280854,5,4,"sesonality3",0.1,91.2369860713148,0.220533901565025
0.85,0.4,55,0.00998011837366623,5,4,"sesonality3",0.1,76.7378982574559,0.220533901565025
0.95,0.4,55,0.0117401947374439,5,4,"sesonality3",0.1,65.2334416492402,0.220533901565025
0.75,0.1,65,0.00799055178616467,5,4,"sesonality3",0.1,95.8448588846906,0.369109625845897
0.85,0.1,65,0.00959002617209877,5,4,"sesonality3",0.1,79.8593553982094,0.377728016390315
0.95,0.1,65,0.0113206598490259,5,4,"sesonality3",0.1,67.6509424865076,0.369109625845897
0.75,0.4,65,0.00895564994150023,5,4,"sesonality3",0.1,85.5162175116763,0.231392563060374
0.85,0.4,65,0.0106305354472318,5,4,"sesonality3",0.1,72.0427782925263,0.231392563060374
0.95,0.4,65,0.0124725681374721,5,4,"sesonality3",0.1,61.4030165972689,0.231392563060374
0.75,0.1,75,0.00816921509073629,5,4,"sesonality3",0.1,93.7487016621983,0.388899297765121
0.85,0.1,75,0.00976412139111591,5,4,"sesonality3",0.1,78.4354554473885,0.390457115263629
0.95,0.1,75,0.0114844923945208,5,4,"sesonality3",0.1,66.6858649078084,0.388899297765121
0.75,0.4,75,0.00941426916108673,5,4,"sesonality3",0.1,81.3502668397638,0.246030365995425
0.85,0.4,75,0.0111483790479493,5,4,"sesonality3",0.1,68.6963822329523,0.246030365995425
0.95,0.4,75,0.0130374968640692,5,4,"sesonality3",0.1,58.742358010948,0.246030365995425
0.75,0.1,85,0.00831265340438699,5,4,"sesonality3",0.1,92.1310285776606,0.399867632200753
0.85,0.1,85,0.00988019444373312,5,4,"sesonality3",0.1,77.5139915228628,0.401606246148457
0.95,0.1,85,0.0115575259434453,5,4,"sesonality3",0.1,66.264468027442,0.399867632200753
0.75,0.4,85,0.0097755096346788,5,4,"sesonality3",0.1,78.3440799484138,0.259427472390618
0.85,0.4,85,0.0115400200675786,5,4,"sesonality3",0.1,66.364989304257,0.259427472390618
0.95,0.4,85,0.0134405788267769,5,4,"sesonality3",0.1,56.9806790485839,0.259427472390618
0.75,0.1,95,0.00844807231895954,5,4,"sesonality3",0.1,90.6542083733117,0.415278569013781
0.85,0.1,95,0.00997190182837893,5,4,"sesonality3",0.1,76.8011279629961,0.411926791799556
0.95,0.1,95,0.0115782338721336,5,4,"sesonality3",0.1,66.1459525531794,0.415278569013781
0.75,0.4,95,0.0100706731951414,5,4,"sesonality3",0.1,76.0478761961265,0.271786183281881
0.85,0.4,95,0.0118397991702404,5,4,"sesonality3",0.1,64.6846536283109,0.271786183281881
0.95,0.4,95,0.013716674482373,5,4,"sesonality3",0.1,55.8337452230093,0.271786183281881
0.75,0.1,105,0.00861589602659542,5,4,"sesonality3",0.1,88.8884111404943,0.429020292933151
0.85,0.1,105,0.0100840986141432,5,4,"sesonality3",0.1,75.9466302007039,0.427622183446306
0.95,0.1,105,0.0115939696254222,5,4,"sesonality3",0.1,66.0561768832367,0.429020292933151
0.75,0.4,105,0.0103563875862683,5,4,"sesonality3",0.1,73.9498499815924,0.2832356950965
0.85,0.4,105,0.0121065441081865,5,4,"sesonality3",0.1,63.2594488990375,0.2832356950965
0.95,0.4,105,0.0139230220253438,5,4,"sesonality3",0.1,55.006255607561,0.2832356950965
0.75,0.1,115,0.00885773940325735,5,4,"sesonality3",0.1,86.4614856555985,NA
0.85,0.1,115,0.0102623141647555,5,4,"sesonality3",0.1,74.6277395196088,NA
0.95,0.1,115,0.0116522551020791,5,4,"sesonality3",0.1,65.725758803471,NA
0.75,0.4,115,0.0106919905456932,5,4,"sesonality3",0.1,71.6286929999442,NA
0.85,0.4,115,0.0124017963267078,5,4,"sesonality3",0.1,61.7534176647027,NA
0.95,0.4,115,0.0141196295966926,5,4,"sesonality3",0.1,54.2403257189666,NA
0.75,0.1,125,0.00919446654126468,5,4,"sesonality3",0.1,83.2950236882828,NA
0.85,0.1,125,0.0105329528628968,5,4,"sesonality3",0.1,72.7102189029577,NA
0.95,0.1,125,0.0117846687799288,5,4,"sesonality3",0.1,64.9872578226499,NA
0.75,0.4,125,0.0111104226851221,5,4,"sesonality3",0.1,68.9310686065357,NA
0.85,0.4,125,0.012762814905459,5,4,"sesonality3",0.1,60.0066140603659,NA
0.95,0.4,125,0.0143466261068302,5,4,"sesonality3",0.1,53.3821194372072,NA
0.75,0.1,135,0.00962690951727682,5,4,"sesonality3",0.1,79.5533921848268,NA
0.85,0.1,135,0.010905265241263,5,4,"sesonality3",0.1,70.2278478709491,NA
0.95,0.1,135,0.0120100047573331,5,4,"sesonality3",0.1,63.7679437960377,NA
0.75,0.4,135,0.0116189728732758,5,4,"sesonality3",0.1,65.9140284351008,NA
0.85,0.4,135,0.0132051309526227,5,4,"sesonality3",0.1,57.9966462357312,NA
0.95,0.4,135,0.0146285268162109,5,4,"sesonality3",0.1,52.3534131616773,NA
0.75,0.1,145,0.0101260938404816,5,4,"sesonality3",0.1,75.6316621611853,NA
0.85,0.1,145,0.0113609481348649,5,4,"sesonality3",0.1,67.4110381690313,NA
0.95,0.1,145,0.0123242067958411,5,4,"sesonality3",0.1,62.1421987672431,NA
0.75,0.4,145,0.012186853398688,5,4,"sesonality3",0.1,62.8425798933642,NA
0.85,0.4,145,0.0137097280667956,5,4,"sesonality3",0.1,55.8620349451445,NA
0.95,0.4,145,0.0149621516179101,5,4,"sesonality3",0.1,51.1860411465835,NA
0.75,0.1,155,0.0106210530137658,5,4,"sesonality3",0.1,72.1070977955907,NA
0.85,0.1,155,0.0118401943535315,5,4,"sesonality3",0.1,64.6824946861904,NA
0.95,0.1,155,0.0126858196615367,5,4,"sesonality3",0.1,60.3708178729535,NA
0.75,0.4,155,0.0127301141769975,5,4,"sesonality3",0.1,60.1607572176858,NA
0.85,0.4,155,0.0142058345272807,5,4,"sesonality3",0.1,53.9111804297755,NA
0.95,0.4,155,0.0152987071883848,5,4,"sesonality3",0.1,50.0600017325138,NA
0.75,0.1,5,0.00543438939894104,5,4.5,"sesonality2",0.1,110,0.1805868710145
0.85,0.1,5,0.0063792446008568,5,4.5,"sesonality2",0.1,110,0.171866482088326
0.95,0.1,5,0.00728183550120588,5,4.5,"sesonality2",0.1,110,0.1805868710145
0.75,0.4,5,0.0054992426001379,5,4.5,"sesonality2",0.1,110,0.0830001829295434
0.85,0.4,5,0.00614753397242776,5,4.5,"sesonality2",0.1,110,0.0830001829295434
0.95,0.4,5,0.0067422753317478,5,4.5,"sesonality2",0.1,110,0.0830001829295434
0.75,0.1,15,0.00736165809701537,5,4.5,"sesonality2",0.1,110,0.248993732221783
0.85,0.1,15,0.00879299174649263,5,4.5,"sesonality2",0.1,87.098149348457,0.247495815828381
0.95,0.1,15,0.0101336296892506,5,4.5,"sesonality2",0.1,75.5754188618273,0.248993732221783
0.75,0.4,15,0.00761189061723701,5,4.5,"sesonality2",0.1,110,0.137001431448641
0.85,0.4,15,0.00880181838012302,5,4.5,"sesonality2",0.1,87.0108056404887,0.137001431448641
0.95,0.4,15,0.00990330228590471,5,4.5,"sesonality2",0.1,77.3331244716016,0.137001431448641
0.75,0.1,25,0.00894718446055025,5,4.5,"sesonality2",0.1,85.5971296593415,0.287614427416964
0.85,0.1,25,0.0108060743418623,5,4.5,"sesonality2",0.1,70.8724819140732,0.300904132321922
0.95,0.1,25,0.0125761553670102,5,4.5,"sesonality2",0.1,60.8972524595833,0.287614427416964
0.75,0.4,25,0.00935794548323844,5,4.5,"sesonality2",0.1,81.8398984827951,0.17938386441634
0.85,0.4,25,0.0110286417350858,5,4.5,"sesonality2",0.1,69.4422148032365,0.17938386441634
0.95,0.4,25,0.0126310521029999,5,4.5,"sesonality2",0.1,60.6325824729891,0.17938386441634
0.75,0.1,35,0.0100835266934773,5,4.5,"sesonality2",0.1,75.950937765769,0.320021331650414
0.85,0.1,35,0.0122743796676322,5,4.5,"sesonality2",0.1,62.3944613979425,0.320739427879297
0.95,0.1,35,0.0144318356405361,5,4.5,"sesonality2",0.1,53.0669366968564,0.320021331650414
0.75,0.4,35,0.0106288416547885,5,4.5,"sesonality2",0.1,72.0542588957221,0.197522821342399
0.85,0.4,35,0.0126778518008497,5,4.5,"sesonality2",0.1,60.4087601264149,0.197522821342399
0.95,0.4,35,0.0147357839683693,5,4.5,"sesonality2",0.1,51.9723490789284,0.197522821342399
0.75,0.1,45,0.0108952980625021,5,4.5,"sesonality2",0.1,70.2920933380952,0.348283340847998
0.85,0.1,45,0.0133082793270044,5,4.5,"sesonality2",0.1,57.5471320925567,0.349019674259835
0.95,0.1,45,0.0157786484891685,5,4.5,"sesonality2",0.1,48.5373198396236,0.348283340847998
0.75,0.4,45,0.0115649465490866,5,4.5,"sesonality2",0.1,66.2219496739699,0.221514478633562
0.85,0.4,45,0.0138733689771956,5,4.5,"sesonality2",0.1,55.2031240295445,0.221514478633562
0.95,0.4,45,0.0163039297947394,5,4.5,"sesonality2",0.1,46.9735406124524,0.221514478633562
0.75,0.1,55,0.0115694785021383,5,4.5,"sesonality2",0.1,66.1960094583536,0.371642089396336
0.85,0.1,55,0.0140964861877803,5,4.5,"sesonality2",0.1,54.3293767080519,0.369993459583761
0.95,0.1,55,0.0167828505614025,5,4.5,"sesonality2",0.1,45.6330887028862,0.371642089396336
0.75,0.4,55,0.0123609330938791,5,4.5,"sesonality2",0.1,61.9575644119457,0.239750691757973
0.85,0.4,55,0.0148114463894326,5,4.5,"sesonality2",0.1,51.7068548350666,0.239750691757973
0.95,0.4,55,0.0175064952128574,5,4.5,"sesonality2",0.1,43.7468093438425,0.239750691757973
0.75,0.1,65,0.0122239598942029,5,4.5,"sesonality2",0.1,62.65181782206,0.389195095846567
0.85,0.1,65,0.0147689721466869,5,4.5,"sesonality2",0.1,51.8555591241716,0.392666824004721
0.95,0.1,65,0.0175693463686078,5,4.5,"sesonality2",0.1,43.5903130536582,0.389195095846567
0.75,0.4,65,0.0131230348288977,5,4.5,"sesonality2",0.1,58.3594662622789,0.259023733939406
0.85,0.4,65,0.0156111448196975,5,4.5,"sesonality2",0.1,49.058113110926,0.259023733939406
0.95,0.4,65,0.0184570104527933,5,4.5,"sesonality2",0.1,41.4938979589655,0.259023733939406
0.75,0.1,75,0.0128984330513737,5,4.5,"sesonality2",0.1,59.3756858143479,0.404051611972265
0.85,0.1,75,0.0153847891263233,5,4.5,"sesonality2",0.1,49.7799028681775,0.403213198580104
0.95,0.1,75,0.0182080180342956,5,4.5,"sesonality2",0.1,42.0613219359322,0.404051611972265
0.75,0.4,75,0.0138653760583916,5,4.5,"sesonality2",0.1,55.2349467573406,0.269816831458165
0.85,0.4,75,0.0163069900631065,5,4.5,"sesonality2",0.1,46.964725273762,0.269816831458165
0.95,0.4,75,0.0192018906194251,5,4.5,"sesonality2",0.1,39.8842657493846,0.269816831458165
0.75,0.1,85,0.0135539068906125,5,4.5,"sesonality2",0.1,56.5042474126923,0.41792667401609
0.85,0.1,85,0.0159335523972378,5,4.5,"sesonality2",0.1,48.0654463777036,0.416729658717064
0.95,0.1,85,0.0187164891652367,5,4.5,"sesonality2",0.1,40.9186413966051,0.41792667401609
0.75,0.4,85,0.0145244356451911,5,4.5,"sesonality2",0.1,52.728610395911,0.280366876622461
0.85,0.4,85,0.0168652673409614,5,4.5,"sesonality2",0.1,45.4100900313453,0.280366876622461
0.95,0.4,85,0.0197369199924638,5,4.5,"sesonality2",0.1,38.8030811620149,0.280366876622461
0.75,0.1,95,0.0141388064892865,5,4.5,"sesonality2",0.1,54.1667579180804,0.428805126172194
0.85,0.1,95,0.0164001994069182,5,4.5,"sesonality2",0.1,46.6978046640519,0.427181806665598
0.95,0.1,95,0.0191177886714554,5,4.5,"sesonality2",0.1,40.0597224667125,0.428805126172194
0.75,0.4,95,0.0150399011829716,5,4.5,"sesonality2",0.1,50.9214321981635,0.293994164810167
0.85,0.4,95,0.0172641197328621,5,4.5,"sesonality2",0.1,44.3609822108666,0.293994164810167
0.95,0.4,95,0.0200797410228916,5,4.5,"sesonality2",0.1,38.1405969072342,0.293994164810167
0.75,0.1,105,0.0146523108610316,5,4.5,"sesonality2",0.1,52.268431622795,0.439110786591553
0.85,0.1,105,0.0168223461181669,5,4.5,"sesonality2",0.1,45.525951194685,0.436953537685843
0.95,0.1,105,0.0194861520812154,5,4.5,"sesonality2",0.1,39.3024392483339,0.439110786591553
0.75,0.4,105,0.0154246345405592,5,4.5,"sesonality2",0.1,49.6513098149552,0.30313192947885
0.85,0.4,105,0.0175577115239368,5,4.5,"sesonality2",0.1,43.6191987384951,0.30313192947885
0.95,0.4,105,0.020322197696572,5,4.5,"sesonality2",0.1,37.6855554596317,0.30313192947885
0.75,0.1,115,0.0151411405066023,5,4.5,"sesonality2",0.1,50.580952473284,NA
0.85,0.1,115,0.0172773982793183,5,4.5,"sesonality2",0.1,44.3268885728311,NA
0.95,0.1,115,0.0199248469025028,5,4.5,"sesonality2",0.1,38.4370987693543,NA
0.75,0.4,115,0.0157524500132558,5,4.5,"sesonality2",0.1,48.6180440319629,NA
0.85,0.4,115,0.0178538913863073,5,4.5,"sesonality2",0.1,42.8955957995309,NA
